Year,maxT much above normal,maxT much below normal,minT much above normal,minT much below normal,precip much above normal,precip much below normal,Season,Region
1953,12.8,14.0,0.0,18.7,13.1,29.2,Fall,Southeast
1954,11.7,0.9,0.0,6.4,2.6,5.3,Fall,Southeast
1955,0.0,0.0,0.0,5.2,2.5,5.1,Fall,Southeast
1956,0.0,13.9,0.0,13.5,7.4,5.0,Fall,Southeast
1957,0.0,57.7,0.0,0.0,60.8,5.4,Fall,Southeast
1958,2.7,0.0,0.0,0.0,0.0,17.8,Fall,Southeast
1959,0.0,1.5,4.8,0.0,43.8,0.0,Fall,Southeast
1960,0.1,0.0,0.5,0.0,0.0,0.0,Fall,Southeast
1961,4.7,0.0,0.4,1.0,0.0,20.6,Fall,Southeast
1962,0.0,11.2,0.0,5.0,2.7,2.9,Fall,Southeast
1963,0.8,3.0,0.0,28.8,0.0,12.8,Fall,Southeast
1964,0.0,1.2,0.0,9.8,0.0,2.5,Fall,Southeast
1965,0.0,0.1,0.0,0.0,0.0,7.3,Fall,Southeast
1966,0.0,0.8,0.0,18.9,2.4,0.0,Fall,Southeast
1967,0.0,72.6,0.0,92.4,0.0,21.8,Fall,Southeast
1968,0.0,2.7,0.0,29.6,2.4,0.0,Fall,Southeast
1969,0.0,34.6,0.0,10.6,8.1,0.0,Fall,Southeast
1970,1.1,0.0,3.7,0.5,2.5,2.6,Fall,Southeast
1971,0.0,0.0,37.6,0.0,22.0,2.5,Fall,Southeast
1972,0.4,22.0,0.0,0.1,7.5,8.0,Fall,Southeast
1973,52.5,0.0,17.3,0.0,8.2,8.2,Fall,Southeast
1974,0.0,12.3,0.0,80.1,2.7,2.8,Fall,Southeast
1975,0.0,5.3,4.8,0.0,10.7,0.0,Fall,Southeast
1976,0.0,94.9,0.0,95.6,10.1,2.7,Fall,Southeast
1977,0.0,1.4,1.8,0.0,30.9,0.0,Fall,Southeast
1978,41.6,0.0,0.1,0.0,0.0,18.7,Fall,Southeast
1979,0.0,0.5,0.0,0.2,23.1,0.0,Fall,Southeast
1980,0.0,0.0,0.0,0.0,5.0,0.0,Fall,Southeast
1981,0.0,0.9,0.0,66.5,0.0,5.5,Fall,Southeast
1982,0.0,0.3,0.0,0.0,5.3,0.0,Fall,Southeast
1983,0.0,0.5,0.0,0.0,19.0,0.0,Fall,Southeast
1984,0.1,0.0,0.0,0.0,2.9,17.0,Fall,Southeast
1985,48.3,0.0,97.8,0.0,15.9,0.0,Fall,Southeast
1986,19.4,0.0,91.1,0.0,36.6,2.5,Fall,Southeast
1987,0.0,0.0,0.0,45.3,0.0,7.4,Fall,Southeast
1988,1.2,33.2,0.0,17.7,7.6,5.3,Fall,Southeast
1989,1.5,0.2,0.0,0.0,10.4,2.5,Fall,Southeast
1990,71.8,0.0,0.0,0.0,0.0,18.4,Fall,Southeast
1991,0.0,0.0,0.0,1.6,0.0,37.6,Fall,Southeast
1992,0.0,40.6,0.4,0.0,30.0,0.0,Fall,Southeast
1993,1.4,0.4,0.0,0.0,10.2,2.4,Fall,Southeast
1994,0.0,0.0,11.8,0.1,21.6,2.6,Fall,Southeast
1995,0.0,25.2,0.0,0.9,10.1,0.0,Fall,Southeast
1996,0.0,55.7,0.0,0.4,14.6,2.6,Fall,Southeast
1997,0.0,17.2,0.0,0.0,0.0,5.3,Fall,Southeast
1998,68.0,0.0,55.6,0.0,0.0,10.0,Fall,Southeast
1999,5.2,0.0,0.0,0.2,0.0,7.5,Fall,Southeast
2000,0.0,0.9,0.0,3.7,0.0,5.6,Fall,Southeast
2001,9.9,0.0,0.0,6.4,0.0,16.9,Fall,Southeast
2002,4.0,2.4,73.7,0.0,50.4,5.4,Fall,Southeast
2003,3.8,0.0,3.9,0.0,4.8,0.0,Fall,Southeast
2004,0.9,0.0,83.8,0.0,26.4,0.0,Fall,Southeast
2005,32.6,0.0,29.4,0.0,0.0,12.6,Fall,Southeast
2006,0.0,1.1,0.0,5.7,7.7,5.5,Fall,Southeast
2007,43.7,0.0,11.1,0.0,18.2,7.2,Fall,Southeast
2008,0.0,24.7,0.0,2.1,0.0,8.7,Fall,Southeast
2009,9.5,14.0,8.8,0.0,37.8,5.4,Fall,Southeast
2010,68.4,0.0,0.0,1.0,0.0,19.5,Fall,Southeast
2011,0.0,0.0,3.3,2.7,19.5,0.0,Fall,Southeast
2012,0.0,12.4,0.0,5.3,2.5,8.1,Fall,Southeast
2013,1.6,2.3,7.8,0.0,2.9,8.6,Fall,Southeast
2014,0.0,8.7,0.0,3.4,10.5,0.0,Fall,Southeast
2015,14.7,0.1,92.2,0.0,43.9,0.0,Fall,Southeast
2016,76.2,0.0,42.7,0.0,0.0,47.1,Fall,Southeast
2017,5.6,0.0,17.3,0.0,0.0,7.9,Fall,Southeast
2018,17.4,0.3,97.5,0.0,46.5,0.0,Fall,Southeast
2019,46.6,0.0,52.9,0.0,0.0,0.0,Fall,Southeast
2020,21.8,0.0,95.6,0.0,26.7,3.2,Fall,Southeast
2021,1.6,0.2,9.9,0.0,0.0,0.0,Fall,Southeast
1911,0.0,14.9,0.0,19.7,13.8,26.4,Winter,Northeast
1912,0.0,25.4,0.0,11.8,0.0,18.0,Winter,Northeast
1913,8.8,0.0,1.9,0.0,6.5,18.8,Winter,Northeast
1914,0.0,7.1,0.0,14.3,0.0,40.1,Winter,Northeast
1915,0.0,0.0,0.0,0.0,0.0,6.6,Winter,Northeast
1916,0.0,0.0,0.0,0.0,18.7,6.2,Winter,Northeast
1917,0.0,8.4,0.0,6.5,7.0,14.4,Winter,Northeast
1918,0.0,100.0,0.0,100.0,0.0,33.7,Winter,Northeast
1919,8.7,0.0,16.8,0.0,0.0,37.7,Winter,Northeast
1920,0.0,98.5,0.0,98.7,6.3,37.6,Winter,Northeast
1921,0.0,0.0,0.8,0.0,5.7,17.9,Winter,Northeast
1922,0.0,0.1,0.0,8.2,0.0,17.8,Winter,Northeast
1923,0.0,47.8,0.0,44.3,16.6,5.6,Winter,Northeast
1924,0.0,0.0,0.0,0.0,0.0,0.0,Winter,Northeast
1925,0.0,0.3,0.0,3.6,0.0,22.2,Winter,Northeast
1926,0.0,0.9,0.0,0.0,0.0,6.0,Winter,Northeast
1927,0.0,0.0,0.0,0.0,11.0,5.5,Winter,Northeast
1928,0.0,0.0,0.0,0.0,0.0,0.0,Winter,Northeast
1929,0.0,0.0,0.0,0.0,0.0,25.4,Winter,Northeast
1930,0.3,0.0,1.1,2.1,11.0,0.0,Winter,Northeast
1931,0.0,0.0,0.0,0.0,0.0,32.0,Winter,Northeast
1932,72.8,0.0,69.3,0.0,26.0,5.3,Winter,Northeast
1933,86.2,0.0,33.5,0.0,0.0,44.9,Winter,Northeast
1934,0.0,50.7,0.0,77.3,0.0,9.8,Winter,Northeast
1935,0.0,24.3,0.0,35.0,5.1,0.0,Winter,Northeast
1936,0.0,95.8,0.0,61.5,10.1,9.7,Winter,Northeast
1937,68.5,0.0,40.7,0.0,10.9,10.4,Winter,Northeast
1938,0.0,0.0,0.0,0.0,10.4,10.3,Winter,Northeast
1939,0.0,0.0,0.0,0.0,26.2,0.0,Winter,Northeast
1940,0.0,30.4,0.0,3.8,5.1,15.0,Winter,Northeast
1941,0.0,0.0,0.0,0.0,0.0,9.8,Winter,Northeast
1942,0.0,0.0,0.0,0.0,0.0,19.7,Winter,Northeast
1943,0.0,5.0,0.0,0.6,9.9,0.0,Winter,Northeast
1944,0.0,0.0,0.0,2.3,0.0,83.7,Winter,Northeast
1945,0.0,47.3,0.0,23.4,0.0,0.0,Winter,Northeast
1946,0.0,3.5,0.0,4.1,5.1,5.2,Winter,Northeast
1947,0.0,0.0,0.0,0.0,19.5,5.1,Winter,Northeast
1948,0.0,36.2,0.0,80.5,0.0,20.3,Winter,Northeast
1949,73.6,0.0,52.7,0.0,10.1,0.0,Winter,Northeast
1950,28.5,0.0,22.3,0.0,42.6,0.0,Winter,Northeast
1951,7.8,0.0,1.1,0.0,0.0,4.8,Winter,Northeast
1952,0.8,0.0,0.1,0.0,5.1,0.0,Winter,Northeast
1953,32.1,0.0,81.5,0.0,0.0,0.0,Winter,Northeast
1954,19.1,0.0,3.3,0.0,4.8,5.0,Winter,Northeast
1955,0.0,0.0,0.0,0.0,0.0,5.0,Winter,Northeast
1956,0.0,0.0,0.0,0.0,0.0,4.8,Winter,Northeast
1957,0.0,0.0,0.6,0.1,20.5,0.0,Winter,Northeast
1958,0.7,0.1,2.8,0.0,10.0,0.0,Winter,Northeast
1959,0.0,35.7,0.0,84.2,0.0,15.3,Winter,Northeast
1960,0.1,0.0,15.6,0.0,0.0,0.0,Winter,Northeast
1961,0.0,2.4,0.0,64.7,0.0,49.5,Winter,Northeast
1962,0.0,0.0,0.0,0.0,5.4,0.0,Winter,Northeast
1963,0.0,47.6,0.0,65.3,0.0,5.0,Winter,Northeast
1964,0.0,3.3,0.0,2.5,0.0,4.8,Winter,Northeast
1965,0.0,0.2,0.0,0.0,15.8,5.1,Winter,Northeast
1966,0.0,0.0,0.3,0.0,0.0,5.2,Winter,Northeast
1967,0.0,0.0,0.0,0.0,0.0,10.6,Winter,Northeast
1968,0.0,2.3,0.0,3.9,0.0,0.0,Winter,Northeast
1969,0.1,2.7,1.1,0.0,5.2,10.5,Winter,Northeast
1970,0.0,66.4,0.0,53.4,5.6,10.7,Winter,Northeast
1971,0.0,27.4,0.0,13.7,19.9,0.0,Winter,Northeast
1972,0.0,0.0,0.0,3.5,15.1,0.0,Winter,Northeast
1973,0.0,0.0,0.0,0.0,0.0,0.0,Winter,Northeast
1974,0.0,0.0,0.1,0.0,5.8,0.0,Winter,Northeast
1975,0.0,0.0,5.0,0.0,24.0,0.0,Winter,Northeast
1976,0.0,0.0,0.0,0.1,16.8,0.0,Winter,Northeast
1977,0.0,90.0,0.0,80.4,10.3,10.5,Winter,Northeast
1978,0.0,70.9,0.0,44.1,21.3,5.3,Winter,Northeast
1979,0.0,42.1,0.0,16.5,11.9,5.9,Winter,Northeast
1980,0.0,0.0,0.0,0.0,0.0,52.7,Winter,Northeast
1981,0.0,0.0,0.0,4.0,5.2,5.5,Winter,Northeast
1982,0.0,11.5,0.0,0.0,16.0,0.0,Winter,Northeast
1983,50.9,0.0,24.9,0.0,0.0,19.9,Winter,Northeast
1984,0.0,0.0,0.0,0.0,5.3,5.1,Winter,Northeast
1985,0.0,0.0,0.0,0.0,10.5,0.0,Winter,Northeast
1986,0.0,0.0,0.0,0.0,0.0,10.8,Winter,Northeast
1987,0.0,0.0,0.0,0.0,0.0,65.0,Winter,Northeast
1988,0.0,0.0,0.0,0.0,5.3,10.1,Winter,Northeast
1989,0.0,0.0,0.0,0.0,0.0,15.9,Winter,Northeast
1990,0.0,0.0,0.0,0.0,5.1,0.0,Winter,Northeast
1991,48.2,0.0,5.1,0.0,0.0,0.0,Winter,Northeast
1992,1.9,0.0,1.0,0.0,5.2,5.1,Winter,Northeast
1993,0.0,0.0,0.0,0.0,0.0,0.0,Winter,Northeast
1994,0.0,45.5,0.0,53.7,5.1,0.0,Winter,Northeast
1995,0.5,0.0,0.2,0.0,0.0,0.0,Winter,Northeast
1996,0.0,0.0,0.0,0.0,24.9,0.0,Winter,Northeast
1997,9.2,0.0,42.0,0.0,29.4,0.0,Winter,Northeast
1998,86.7,0.0,94.1,0.0,10.0,0.0,Winter,Northeast
1999,98.8,0.0,6.7,0.0,0.0,0.0,Winter,Northeast
2000,0.1,0.0,0.0,0.0,0.0,15.1,Winter,Northeast
2001,0.0,0.0,0.0,0.0,0.0,0.0,Winter,Northeast
2002,100.0,0.0,100.0,0.0,0.0,10.7,Winter,Northeast
2003,0.0,34.9,0.0,0.0,26.5,5.1,Winter,Northeast
2004,0.0,0.0,0.0,0.0,15.0,10.0,Winter,Northeast
2005,0.0,0.0,0.0,0.0,40.0,0.0,Winter,Northeast
2006,2.8,0.0,39.0,0.0,24.5,0.0,Winter,Northeast
2007,0.8,0.0,2.4,0.0,14.9,10.0,Winter,Northeast
2008,0.1,0.0,1.1,0.0,69.8,0.0,Winter,Northeast
2009,0.0,0.0,0.0,0.0,15.4,0.0,Winter,Northeast
2010,4.0,3.0,28.1,0.0,5.2,0.0,Winter,Northeast
2011,0.0,0.9,3.2,0.0,26.1,5.5,Winter,Northeast
2012,99.5,0.0,98.6,0.0,10.0,5.0,Winter,Northeast
2013,0.4,0.0,68.5,0.0,24.9,0.0,Winter,Northeast
2014,0.0,0.4,0.0,3.8,42.3,0.0,Winter,Northeast
2015,0.0,14.1,0.0,7.3,26.1,5.3,Winter,Northeast
2016,99.0,0.0,95.8,0.0,10.2,5.3,Winter,Northeast
2017,92.4,0.0,94.1,0.0,47.4,0.0,Winter,Northeast
2018,0.0,0.0,0.0,0.0,22.2,0.0,Winter,Northeast
2019,0.4,0.0,2.7,0.0,26.1,0.0,Winter,Northeast
2020,68.1,0.0,95.4,0.0,26.5,0.0,Winter,Northeast
2021,11.0,0.0,44.3,0.0,5.8,0.0,Winter,Northeast
2022,15.3,0.0,0.2,0.0,12.5,0.0,Winter,Northeast
1910,33.3,0.0,18.9,0.0,0.0,41.0,Spring,Northeast
1911,0.0,0.0,0.0,19.5,0.0,56.2,Spring,Northeast
1912,0.0,2.0,0.0,21.9,14.6,0.0,Spring,Northeast
1913,1.3,0.0,1.5,0.0,5.2,10.5,Spring,Northeast
1914,0.0,0.9,0.0,4.9,0.0,17.6,Spring,Northeast
1915,0.0,0.6,0.0,2.4,0.0,56.1,Spring,Northeast
1916,0.0,65.3,0.0,52.7,25.0,6.1,Spring,Northeast
1917,0.0,95.8,0.0,34.7,13.0,6.6,Spring,Northeast
1918,32.7,0.0,6.0,0.1,0.0,11.7,Spring,Northeast
1919,0.0,0.0,0.0,0.0,5.2,5.3,Spring,Northeast
1920,0.0,5.2,0.0,31.8,0.0,17.7,Spring,Northeast
1921,99.9,0.0,84.1,0.0,0.0,15.8,Spring,Northeast
1922,0.2,0.0,2.8,0.0,0.0,6.0,Spring,Northeast
1923,0.0,23.2,0.0,91.5,0.0,44.2,Spring,Northeast
1924,0.0,95.0,0.0,12.0,0.0,37.1,Spring,Northeast
1925,0.0,0.0,0.0,1.8,5.7,29.5,Spring,Northeast
1926,0.0,83.9,0.0,100.0,0.0,50.5,Spring,Northeast
1927,0.0,0.0,0.1,0.0,0.0,17.4,Spring,Northeast
1928,0.0,39.0,0.0,44.6,10.7,5.6,Spring,Northeast
1929,0.1,0.0,1.2,0.0,29.3,0.0,Spring,Northeast
1930,0.0,0.0,0.0,0.1,0.0,26.9,Spring,Northeast
1931,7.3,8.5,10.3,0.1,0.0,0.0,Spring,Northeast
1932,0.0,16.1,0.0,36.2,0.0,26.4,Spring,Northeast
1933,0.0,0.7,4.0,0.0,10.2,4.9,Spring,Northeast
1934,0.8,0.0,0.0,18.7,5.5,26.3,Spring,Northeast
1935,0.0,1.0,0.0,2.4,4.8,9.7,Spring,Northeast
1936,0.4,0.0,9.4,0.0,34.9,0.0,Spring,Northeast
1937,0.2,13.7,0.0,0.6,10.3,0.0,Spring,Northeast
1938,1.3,0.0,0.7,0.0,5.3,0.0,Spring,Northeast
1939,0.0,28.8,0.0,35.7,15.0,0.0,Spring,Northeast
1940,0.0,86.0,0.0,49.6,30.2,0.0,Spring,Northeast
1941,0.5,0.0,0.0,10.8,0.0,70.1,Spring,Northeast
1942,59.6,0.0,73.4,0.0,4.8,5.1,Spring,Northeast
1943,0.0,39.2,0.0,36.5,30.0,0.0,Spring,Northeast
1944,0.0,0.0,0.0,5.1,0.0,15.4,Spring,Northeast
1945,95.6,0.0,52.3,0.0,31.7,0.0,Spring,Northeast
1946,62.7,0.0,0.7,0.0,0.0,10.6,Spring,Northeast
1947,0.0,8.8,0.0,5.3,39.8,0.0,Spring,Northeast
1948,1.4,1.5,0.1,5.1,25.1,0.0,Spring,Northeast
1949,2.2,0.0,0.0,0.0,4.9,0.0,Spring,Northeast
1950,0.0,51.0,0.0,82.8,10.2,0.0,Spring,Northeast
1951,0.0,0.0,0.4,0.0,4.8,0.0,Spring,Northeast
1952,0.0,0.0,0.0,0.0,0.0,4.9,Spring,Northeast
1953,0.0,0.0,37.1,0.0,70.6,0.0,Spring,Northeast
1954,0.0,0.0,0.0,0.0,10.2,0.0,Spring,Northeast
1955,22.1,0.0,3.8,0.0,0.0,0.0,Spring,Northeast
1956,0.0,77.5,0.0,92.1,20.3,0.0,Spring,Northeast
1957,0.3,0.0,0.0,0.0,0.0,4.8,Spring,Northeast
1958,0.0,8.2,8.1,0.0,0.0,0.0,Spring,Northeast
1959,0.7,0.0,0.0,0.0,5.3,15.3,Spring,Northeast
1960,0.0,20.5,0.0,22.8,0.0,0.0,Spring,Northeast
1961,0.0,42.4,0.0,0.0,10.4,0.0,Spring,Northeast
1962,0.0,0.0,0.0,0.0,0.0,45.4,Spring,Northeast
1963,0.0,0.0,0.0,1.3,0.0,5.4,Spring,Northeast
1964,0.0,0.0,0.0,0.0,0.0,9.9,Spring,Northeast
1965,0.0,0.1,0.0,0.0,0.0,20.6,Spring,Northeast
1966,0.0,3.2,0.0,2.0,0.0,4.9,Spring,Northeast
1967,0.0,76.1,0.0,83.8,0.0,0.0,Spring,Northeast
1968,3.0,0.0,0.0,0.0,0.0,5.1,Spring,Northeast
1969,0.0,1.1,0.0,0.8,0.0,10.6,Spring,Northeast
1970,0.0,0.1,0.0,0.0,0.0,0.0,Spring,Northeast
1971,0.0,38.5,0.0,49.7,0.0,10.0,Spring,Northeast
1972,0.0,17.1,0.0,32.1,5.2,5.1,Spring,Northeast
1973,0.0,0.0,66.5,0.0,39.5,0.0,Spring,Northeast
1974,0.0,12.2,0.0,1.5,20.8,0.0,Spring,Northeast
1975,0.0,4.4,0.0,0.0,0.0,5.1,Spring,Northeast
1976,2.9,0.0,0.0,0.0,0.0,5.1,Spring,Northeast
1977,93.7,0.0,17.5,0.0,0.0,40.2,Spring,Northeast
1978,0.0,18.2,0.0,2.5,0.0,14.7,Spring,Northeast
1979,0.0,0.0,40.4,0.0,4.9,0.0,Spring,Northeast
1980,0.0,0.0,0.0,0.2,0.0,0.0,Spring,Northeast
1981,3.4,0.0,13.4,0.1,5.0,0.0,Spring,Northeast
1982,0.0,0.0,0.0,0.5,0.0,15.6,Spring,Northeast
1983,0.0,2.2,20.5,0.0,41.8,0.0,Spring,Northeast
1984,0.0,67.1,0.0,15.3,35.5,0.0,Spring,Northeast
1985,41.5,0.0,1.8,0.0,0.0,10.8,Spring,Northeast
1986,46.1,0.0,22.0,0.0,0.0,17.0,Spring,Northeast
1987,39.0,0.0,11.9,0.0,0.0,20.0,Spring,Northeast
1988,0.0,0.0,0.0,0.0,0.0,0.0,Spring,Northeast
1989,0.0,0.0,0.0,0.0,0.0,0.0,Spring,Northeast
1990,0.0,0.0,0.1,0.0,0.0,0.0,Spring,Northeast
1991,93.4,0.0,86.6,0.0,0.0,4.8,Spring,Northeast
1992,0.0,2.6,0.0,7.0,0.0,9.7,Spring,Northeast
1993,0.0,0.0,0.0,0.0,0.0,0.0,Spring,Northeast
1994,0.0,0.0,0.0,0.0,20.2,0.0,Spring,Northeast
1995,0.0,0.0,0.0,0.0,0.0,15.1,Spring,Northeast
1996,0.0,2.1,0.0,6.7,4.9,0.0,Spring,Northeast
1997,0.0,35.2,0.0,25.0,4.8,0.0,Spring,Northeast
1998,72.5,0.0,97.0,0.0,5.0,0.0,Spring,Northeast
1999,17.6,0.0,15.4,0.0,0.0,19.9,Spring,Northeast
2000,15.3,0.0,56.2,0.0,5.2,5.3,Spring,Northeast
2001,0.1,0.0,0.0,0.0,0.0,9.8,Spring,Northeast
2002,4.9,0.0,0.1,0.0,50.0,0.0,Spring,Northeast
2003,0.0,0.1,0.0,8.1,15.9,5.3,Spring,Northeast
2004,17.2,0.0,63.7,0.0,45.1,0.0,Spring,Northeast
2005,0.0,0.3,0.0,14.7,0.0,10.4,Spring,Northeast
2006,12.8,0.0,14.4,0.0,0.0,20.4,Spring,Northeast
2007,0.0,0.0,0.0,0.1,0.0,10.3,Spring,Northeast
2008,0.0,0.0,0.0,0.1,0.0,0.0,Spring,Northeast
2009,2.0,0.0,0.2,0.0,0.0,5.3,Spring,Northeast
2010,100.0,0.0,97.5,0.0,0.0,21.0,Spring,Northeast
2011,1.0,0.0,57.3,0.0,66.5,0.0,Spring,Northeast
2012,100.0,0.0,100.0,0.0,0.0,10.3,Spring,Northeast
2013,0.0,0.0,1.9,0.0,5.2,10.4,Spring,Northeast
2014,0.0,2.3,0.0,24.0,5.1,5.5,Spring,Northeast
2015,0.0,0.0,0.0,0.0,5.1,10.6,Spring,Northeast
2016,22.5,0.0,13.9,0.0,0.0,5.6,Spring,Northeast
2017,0.0,0.0,20.7,0.0,52.5,0.0,Spring,Northeast
2018,0.0,0.0,0.3,0.0,11.3,5.5,Spring,Northeast
2019,2.8,0.3,20.2,0.0,52.7,0.0,Spring,Northeast
2020,0.0,0.0,5.0,0.0,29.5,0.0,Spring,Northeast
2021,54.0,0.0,3.9,0.0,0.0,27.9,Spring,Northeast
2022,29.3,0.0,34.6,0.0,33.4,0.0,Spring,Northeast
1910,0.0,14.0,0.0,8.4,0.0,44.4,Summer,Northeast
1911,1.6,0.0,3.5,0.0,0.0,35.4,Summer,Northeast
1912,0.0,66.6,0.0,74.3,0.0,12.4,Summer,Northeast
1913,0.9,1.9,0.0,51.9,0.0,57.8,Summer,Northeast
1914,0.4,31.3,0.0,29.8,11.8,17.8,Summer,Northeast
1915,0.0,72.3,0.0,24.0,44.6,0.0,Summer,Northeast
1916,0.0,19.5,1.1,0.8,0.0,5.0,Summer,Northeast
1917,0.0,3.8,7.7,0.1,47.1,0.0,Summer,Northeast
1918,0.0,11.0,0.0,24.0,5.1,26.1,Summer,Northeast
1919,3.4,2.7,3.6,1.1,6.1,5.9,Summer,Northeast
1920,0.0,27.0,0.0,1.5,6.4,0.0,Summer,Northeast
1921,15.5,0.0,3.8,0.1,0.0,56.1,Summer,Northeast
1922,0.0,6.7,1.0,0.0,16.8,11.2,Summer,Northeast
1923,0.6,13.6,0.0,65.6,0.0,49.3,Summer,Northeast
1924,0.0,14.9,0.0,61.8,0.0,16.6,Summer,Northeast
1925,0.3,0.0,0.0,1.6,6.1,12.4,Summer,Northeast
1926,0.0,51.8,0.0,46.7,10.3,4.9,Summer,Northeast
1927,0.0,97.4,0.0,99.4,10.3,5.2,Summer,Northeast
1928,0.0,7.6,0.9,0.0,27.9,0.0,Summer,Northeast
1929,0.0,4.1,0.0,80.4,0.0,50.1,Summer,Northeast
1930,14.5,0.0,1.7,10.9,0.0,30.3,Summer,Northeast
1931,0.3,0.0,3.6,0.0,0.0,5.0,Summer,Northeast
1932,0.2,0.0,0.0,5.9,0.0,5.0,Summer,Northeast
1933,19.3,0.0,0.0,0.0,0.0,39.4,Summer,Northeast
1934,18.1,2.7,3.6,5.3,5.0,19.7,Summer,Northeast
1935,0.4,0.0,1.5,0.0,5.0,0.0,Summer,Northeast
1936,23.5,3.3,0.0,1.6,0.0,25.9,Summer,Northeast
1937,29.2,0.0,39.5,0.0,0.0,0.0,Summer,Northeast
1938,12.6,0.0,16.4,0.0,5.5,0.0,Summer,Northeast
1939,15.1,0.0,0.6,0.0,5.5,5.3,Summer,Northeast
1940,0.0,4.6,0.0,14.4,0.0,5.0,Summer,Northeast
1941,1.9,0.0,0.0,1.3,0.0,10.0,Summer,Northeast
1942,0.0,0.6,0.0,0.0,10.7,5.3,Summer,Northeast
1943,22.4,0.0,23.9,0.0,4.8,5.0,Summer,Northeast
1944,52.2,0.0,0.1,0.0,0.0,11.3,Summer,Northeast
1945,0.0,2.9,0.0,0.5,11.9,0.0,Summer,Northeast
1946,0.0,18.3,0.0,71.0,0.0,5.3,Summer,Northeast
1947,7.8,0.1,8.8,0.0,0.0,0.0,Summer,Northeast
1948,0.0,0.0,0.0,0.3,5.2,0.0,Summer,Northeast
1949,87.0,0.0,48.4,0.0,0.0,46.8,Summer,Northeast
1950,0.0,1.4,0.0,29.2,0.0,0.0,Summer,Northeast
1951,0.0,1.0,0.0,0.3,5.1,5.2,Summer,Northeast
1952,53.5,0.0,0.3,0.0,0.0,5.1,Summer,Northeast
1953,10.3,0.0,0.0,8.1,0.0,45.1,Summer,Northeast
1954,0.0,19.4,0.0,13.5,5.0,5.1,Summer,Northeast
1955,61.0,0.0,23.2,0.0,0.0,5.1,Summer,Northeast
1956,0.0,14.9,0.0,18.4,25.3,5.0,Summer,Northeast
1957,1.0,0.2,0.0,15.9,0.0,30.0,Summer,Northeast
1958,0.0,61.1,0.0,25.8,5.2,0.0,Summer,Northeast
1959,7.0,0.0,26.6,0.0,0.0,0.0,Summer,Northeast
1960,0.0,0.1,0.0,6.2,0.0,0.0,Summer,Northeast
1961,0.0,0.1,0.0,0.0,10.2,0.0,Summer,Northeast
1962,0.0,9.6,0.0,32.7,0.0,5.0,Summer,Northeast
1963,0.0,0.2,0.0,35.9,0.0,5.1,Summer,Northeast
1964,0.0,3.1,0.0,34.0,0.0,0.0,Summer,Northeast
1965,0.0,3.2,0.0,71.0,0.0,5.0,Summer,Northeast
1966,28.7,0.0,0.0,8.5,0.0,50.6,Summer,Northeast
1967,0.4,1.2,9.2,0.6,10.0,0.0,Summer,Northeast
1968,0.3,4.8,0.0,2.6,4.8,0.0,Summer,Northeast
1969,0.0,0.0,0.0,0.0,5.1,5.0,Summer,Northeast
1970,0.3,0.0,2.8,0.0,0.0,5.0,Summer,Northeast
1971,0.3,0.0,0.0,3.9,0.0,14.8,Summer,Northeast
1972,0.0,63.1,0.0,0.8,19.6,0.0,Summer,Northeast
1973,16.0,0.0,75.8,0.0,0.0,10.7,Summer,Northeast
1974,0.0,1.6,0.0,1.5,4.8,0.0,Summer,Northeast
1975,3.3,0.0,2.3,0.0,0.0,0.0,Summer,Northeast
1976,0.0,1.0,0.1,2.6,9.8,5.2,Summer,Northeast
1977,0.0,13.2,0.0,0.3,15.5,0.0,Summer,Northeast
1978,0.0,0.0,0.0,0.1,5.6,5.5,Summer,Northeast
1979,0.0,18.0,0.0,1.7,0.0,0.0,Summer,Northeast
1980,0.3,0.0,0.0,0.0,5.0,0.0,Summer,Northeast
1981,0.0,0.0,0.0,0.0,5.1,5.3,Summer,Northeast
1982,0.0,65.1,0.0,46.0,0.0,5.4,Summer,Northeast
1983,37.1,0.0,0.0,0.0,0.0,21.1,Summer,Northeast
1984,0.3,0.0,6.6,0.0,5.6,0.0,Summer,Northeast
1985,0.0,38.7,0.0,19.7,10.8,0.0,Summer,Northeast
1986,0.0,52.3,0.0,5.3,29.7,0.0,Summer,Northeast
1987,6.3,0.0,7.5,0.0,0.0,0.0,Summer,Northeast
1988,41.2,0.0,0.7,0.1,0.0,21.4,Summer,Northeast
1989,0.0,3.3,3.9,0.0,15.2,4.8,Summer,Northeast
1990,0.2,0.5,2.5,0.0,10.5,0.0,Summer,Northeast
1991,30.6,0.0,1.4,0.0,0.0,21.2,Summer,Northeast
1992,0.0,84.4,0.0,26.3,19.9,0.0,Summer,Northeast
1993,2.7,0.0,0.0,0.0,5.1,0.0,Summer,Northeast
1994,4.3,0.0,18.4,0.0,10.0,0.0,Summer,Northeast
1995,63.4,0.0,29.8,0.0,0.0,15.5,Summer,Northeast
1996,0.0,0.0,0.1,0.0,9.9,0.0,Summer,Northeast
1997,0.0,0.1,0.0,2.0,5.0,5.0,Summer,Northeast
1998,0.0,0.0,2.3,0.0,15.4,0.0,Summer,Northeast
1999,57.2,0.0,8.9,0.0,0.0,16.0,Summer,Northeast
2000,0.0,63.4,0.0,0.0,44.1,0.0,Summer,Northeast
2001,11.2,0.0,0.2,0.0,0.0,5.0,Summer,Northeast
2002,35.6,0.0,12.3,0.0,0.0,5.3,Summer,Northeast
